Data,TrainDataSize,ModelType,Round,BaseModelName,TrainableParams,TargetModules,RankLoRAModule,StartTime,EndTime,NumberEpochs,EvalDataSize,C-BLEU,METEOR,ROUGE-L
code_docstring_corpus_data,26980,FedAvg,1,NousResearch/Llama-2-7b-hf,"trainable params: 4,194,304 || all params: 6,742,609,920 || trainable%: 0.06220594176090199
","['q_proj', 'k_proj']",8,"['2024-09-09 11:27:47.048868', '2024-09-09 12:16:15.905556', '2024-09-09 12:36:35.422995']","['2024-09-09 12:15:59.118757', '2024-09-09 12:36:19.198400', '2024-09-09 14:43:58.772500']",1,2000,0.029880399351386984,0.15598013353493442,"{'rouge-1': {'r': 0.25083833237606046, 'p': 0.30711521897306315, 'f': 0.2382374816901628}, 'rouge-2': {'r': 0.07361982455824079, 'p': 0.08863851589296282, 'f': 0.06663895877835924}, 'rouge-l': {'r': 0.2380255151288055, 'p': 0.29104520001704914, 'f': 0.2255569598559964}}"
code_docstring_corpus_data,26980,FedAvg,2,NousResearch/Llama-2-7b-hf,"trainable params: 4,194,304 || all params: 6,742,609,920 || trainable%: 0.06220594176090199
","['q_proj', 'k_proj']",8,"['2024-09-09 15:51:46.632310', '2024-09-09 16:40:08.798316', '2024-09-09 17:00:22.407232']","['2024-09-09 16:39:57.617894', '2024-09-09 17:00:11.773683', '2024-09-09 19:07:45.807614']",1,2000,0.029600356743691686,0.1586025262357498,"{'rouge-1': {'r': 0.25815611755654316, 'p': 0.30180648137202515, 'f': 0.24013225770071542}, 'rouge-2': {'r': 0.0755508262948621, 'p': 0.08494879181497045, 'f': 0.0662949243045413}, 'rouge-l': {'r': 0.24479223407782835, 'p': 0.28494612741866987, 'f': 0.22700147021049943}}"
code_docstring_corpus_data,26980,FedAvg,3,NousResearch/Llama-2-7b-hf,"trainable params: 4,194,304 || all params: 6,742,609,920 || trainable%: 0.06220594176090199
","['q_proj', 'k_proj']",8,"['2024-09-09 20:21:13.553667', '2024-09-09 21:09:37.052822', '2024-09-09 21:29:50.569942']","['2024-09-09 21:09:25.857510', '2024-09-09 21:29:39.922955', '2024-09-09 23:37:12.208590']",1,2000,0.03388525499305956,0.1574516811578744,"{'rouge-1': {'r': 0.2542867981807143, 'p': 0.2974218572411706, 'f': 0.23633413488818442}, 'rouge-2': {'r': 0.0738336349941906, 'p': 0.08431522667414987, 'f': 0.06535229418735572}, 'rouge-l': {'r': 0.2405110571444081, 'p': 0.2808198162452429, 'f': 0.22294724024763632}}"
code_docstring_corpus_data,26980,FedAvg,4,NousResearch/Llama-2-7b-hf,"trainable params: 4,194,304 || all params: 6,742,609,920 || trainable%: 0.06220594176090199
","['q_proj', 'k_proj']",8,"['2024-09-10 00:51:24.539662', '2024-09-10 01:39:45.889172', '2024-09-10 02:00:00.407368']","['2024-09-10 01:39:34.691452', '2024-09-10 01:59:49.752716', '2024-09-10 04:07:25.680111']",1,2000,0.03480838892344114,0.15786357502757106,"{'rouge-1': {'r': 0.25485029055499364, 'p': 0.29781137567379257, 'f': 0.23667603467324938}, 'rouge-2': {'r': 0.07626613348834928, 'p': 0.08701371517569899, 'f': 0.0672555433761193}, 'rouge-l': {'r': 0.24267479982394377, 'p': 0.2824074646070976, 'f': 0.2247434763651047}}"
code_docstring_corpus_data,26980,FedAvg,5,NousResearch/Llama-2-7b-hf,"trainable params: 4,194,304 || all params: 6,742,609,920 || trainable%: 0.06220594176090199
","['q_proj', 'k_proj']",8,"['2024-09-10 05:23:40.933578', '2024-09-10 06:12:04.470483', '2024-09-10 06:32:18.514123']","['2024-09-10 06:11:53.264268', '2024-09-10 06:32:07.819137', '2024-09-10 08:39:40.570376']",1,2000,0.03323069790235443,0.15596178168057268,"{'rouge-1': {'r': 0.25714822275890187, 'p': 0.29536463009721037, 'f': 0.2359942848939193}, 'rouge-2': {'r': 0.07648295951559472, 'p': 0.08346916906280777, 'f': 0.06563391677068367}, 'rouge-l': {'r': 0.24415734052966012, 'p': 0.27951937467664884, 'f': 0.22339175893203767}}"
code_docstring_corpus_data,26980,FedAvg,6,NousResearch/Llama-2-7b-hf,"trainable params: 4,194,304 || all params: 6,742,609,920 || trainable%: 0.06220594176090199
","['q_proj', 'k_proj']",8,"['2024-09-10 09:55:17.463420', '2024-09-10 10:43:38.843026', '2024-09-10 11:03:52.878658']","['2024-09-10 10:43:27.677480', '2024-09-10 11:03:42.263044', '2024-09-10 13:11:13.453236']",1,2000,0.03489812888093776,0.1572638179113279,"{'rouge-1': {'r': 0.2577640301424369, 'p': 0.28972924800432376, 'f': 0.2354339017880937}, 'rouge-2': {'r': 0.07629005625198791, 'p': 0.08385731554888605, 'f': 0.06610750704493683}, 'rouge-l': {'r': 0.24545806322066982, 'p': 0.2754780473551666, 'f': 0.22378329410140188}}"
code_docstring_corpus_data,26980,FedAvg,7,NousResearch/Llama-2-7b-hf,"trainable params: 4,194,304 || all params: 6,742,609,920 || trainable%: 0.06220594176090199
","['q_proj', 'k_proj']",8,"['2024-09-10 14:25:33.199264', '2024-09-10 15:13:54.606046', '2024-09-10 15:34:08.260920']","['2024-09-10 15:13:43.464517', '2024-09-10 15:33:57.659714', '2024-09-10 17:41:32.567920']",1,2000,0.03607226465008365,0.1578245912628276,"{'rouge-1': {'r': 0.2553299583722259, 'p': 0.29079128389011244, 'f': 0.23491596459907613}, 'rouge-2': {'r': 0.07630382009681247, 'p': 0.08412484041293095, 'f': 0.06705284641751934}, 'rouge-l': {'r': 0.24200652250107357, 'p': 0.2756841108335656, 'f': 0.22256120490203907}}"
code_docstring_corpus_data,26980,FedAvg,8,NousResearch/Llama-2-7b-hf,"trainable params: 4,194,304 || all params: 6,742,609,920 || trainable%: 0.06220594176090199
","['q_proj', 'k_proj']",8,"['2024-09-10 18:56:09.737228', '2024-09-10 19:44:31.952752', '2024-09-10 20:04:45.663056']","['2024-09-10 19:44:20.809631', '2024-09-10 20:04:35.065127', '2024-09-10 22:12:11.574573']",1,2000,0.034943602303797616,0.16172354529198188,"{'rouge-1': {'r': 0.25973013290895336, 'p': 0.29469714959325716, 'f': 0.2374802838399552}, 'rouge-2': {'r': 0.08024382787423931, 'p': 0.08630342185590868, 'f': 0.06868146543742837}, 'rouge-l': {'r': 0.24649204167025243, 'p': 0.27903655781446557, 'f': 0.22483709648676817}}"
code_docstring_corpus_data,26980,FedAvg,9,NousResearch/Llama-2-7b-hf,"trainable params: 4,194,304 || all params: 6,742,609,920 || trainable%: 0.06220594176090199
","['q_proj', 'k_proj']",8,"['2024-09-10 23:27:07.185481', '2024-09-11 00:15:27.579652', '2024-09-11 00:35:41.076885']","['2024-09-11 00:15:16.444510', '2024-09-11 00:35:30.482849', '2024-09-11 02:43:04.999243']",1,2000,0.035125801554254314,0.16298708835257048,"{'rouge-1': {'r': 0.26133687129445266, 'p': 0.2949911833288945, 'f': 0.23919552006094968}, 'rouge-2': {'r': 0.07977426796699917, 'p': 0.08893382432755946, 'f': 0.07007142887994815}, 'rouge-l': {'r': 0.24764257086117705, 'p': 0.27977333771724777, 'f': 0.22655046025458328}}"
code_docstring_corpus_data,26980,FedAvg,10,NousResearch/Llama-2-7b-hf,"trainable params: 4,194,304 || all params: 6,742,609,920 || trainable%: 0.06220594176090199
","['q_proj', 'k_proj']",8,"['2024-09-11 03:57:37.592916', '2024-09-11 04:45:59.628739', '2024-09-11 05:06:14.078581']","['2024-09-11 04:45:48.376882', '2024-09-11 05:06:03.370815', '2024-09-11 07:13:40.680119']",1,2000,0.03559315026460691,0.16125144355298912,"{'rouge-1': {'r': 0.2608024062658962, 'p': 0.2946115574835875, 'f': 0.23826850618429804}, 'rouge-2': {'r': 0.07785152695841581, 'p': 0.0860768833343854, 'f': 0.06770935625041961}, 'rouge-l': {'r': 0.2479961404001297, 'p': 0.2790381452053021, 'f': 0.2258146075901723}}"
